
Epoch: 0 	Training Loss: 1062.107942 	Validation Loss: 690.467191
Epoch: 1 	Training Loss: 695.090570 	Validation Loss: 688.451065
Epoch: 2 	Training Loss: 858.446478 	Validation Loss: 635.739259
Epoch: 3 	Training Loss: 674.282307 	Validation Loss: 669.145603
Epoch: 4 	Training Loss: 653.724920 	Validation Loss: 610.629146
Epoch: 5 	Training Loss: 616.676187 	Validation Loss: 545.733618
Epoch: 6 	Training Loss: 635.853893 	Validation Loss: 596.369697
Epoch: 7 	Training Loss: 643.252047 	Validation Loss: 662.525775
Epoch: 8 	Training Loss: 622.897230 	Validation Loss: 565.561878
Epoch: 9 	Training Loss: 624.979962 	Validation Loss: 569.033218
Epoch: 10 	Training Loss: 639.632096 	Validation Loss: 692.729171
Epoch: 11 	Training Loss: 576.724766 	Validation Loss: 508.225402
Epoch: 12 	Training Loss: 561.504608 	Validation Loss: 528.221432
Epoch: 13 	Training Loss: 574.481557 	Validation Loss: 563.582052
Epoch: 14 	Training Loss: 561.040961 	Validation Loss: 536.519137
Epoch: 15 	Training Loss: 567.330770 	Validation Loss: 543.487704
Epoch: 16 	Training Loss: 552.735118 	Validation Loss: 556.560132
Epoch: 17 	Training Loss: 554.233448 	Validation Loss: 547.838614
Epoch: 18 	Training Loss: 555.282856 	Validation Loss: 524.745077
Epoch: 19 	Training Loss: 561.135668 	Validation Loss: 553.512854
Epoch: 20 	Training Loss: 557.455096 	Validation Loss: 544.678179
Epoch: 21 	Training Loss: 554.888196 	Validation Loss: 546.571822
Epoch: 22 	Training Loss: 558.249597 	Validation Loss: 551.456727
Epoch: 23 	Training Loss: 548.563700 	Validation Loss: 545.100675
Epoch: 24 	Training Loss: 537.244872 	Validation Loss: 533.478253
Epoch: 25 	Training Loss: 538.649455 	Validation Loss: 562.386119
Epoch: 26 	Training Loss: 539.648464 	Validation Loss: 545.019761
Epoch: 27 	Training Loss: 538.024658 	Validation Loss: 541.217616
Epoch: 28 	Training Loss: 541.671792 	Validation Loss: 539.107215
Epoch: 29 	Training Loss: 542.630257 	Validation Loss: 558.969013
Epoch: 30 	Training Loss: 541.841091 	Validation Loss: 576.293349
Epoch: 31 	Training Loss: 539.578586 	Validation Loss: 534.348326
Epoch: 32 	Training Loss: 538.061481 	Validation Loss: 561.703993
Epoch: 33 	Training Loss: 540.434456 	Validation Loss: 570.557355
Epoch: 34 	Training Loss: 540.541015 	Validation Loss: 539.139916
Epoch: 35 	Training Loss: 538.801934 	Validation Loss: 586.315983
Epoch: 36 	Training Loss: 540.334236 	Validation Loss: 559.981206
Epoch: 37 	Training Loss: 540.271466 	Validation Loss: 569.429771
Epoch: 38 	Training Loss: 541.001562 	Validation Loss: 576.456785
Epoch: 39 	Training Loss: 540.923028 	Validation Loss: 547.642654
Epoch: 40 	Training Loss: 540.722775 	Validation Loss: 551.828280
Epoch: 41 	Training Loss: 541.659291 	Validation Loss: 565.715211
Epoch: 42 	Training Loss: 542.125997 	Validation Loss: 572.124559
Epoch: 43 	Training Loss: 541.497008 	Validation Loss: 548.008073
Epoch: 44 	Training Loss: 539.278556 	Validation Loss: 562.403827
Epoch: 45 	Training Loss: 540.610104 	Validation Loss: 566.852936
Epoch: 46 	Training Loss: 541.392772 	Validation Loss: 536.884902
Epoch: 47 	Training Loss: 539.295863 	Validation Loss: 528.904158
Epoch: 48 	Training Loss: 540.524362 	Validation Loss: 515.694201
Epoch: 49 	Training Loss: 541.066498 	Validation Loss: 569.409233
Epoch: 50 	Training Loss: 540.337851 	Validation Loss: 523.621859
Epoch: 51 	Training Loss: 540.529756 	Validation Loss: 549.238512
Epoch: 52 	Training Loss: 541.365828 	Validation Loss: 542.329606
Epoch: 53 	Training Loss: 539.695843 	Validation Loss: 543.580314
Epoch: 54 	Training Loss: 541.864751 	Validation Loss: 575.983678
Epoch: 55 	Training Loss: 539.873799 	Validation Loss: 569.683223
Epoch: 56 	Training Loss: 540.659024 	Validation Loss: 584.886165
Epoch: 57 	Training Loss: 540.511657 	Validation Loss: 559.267029
Epoch: 58 	Training Loss: 540.979529 	Validation Loss: 554.336508
Epoch: 59 	Training Loss: 539.054884 	Validation Loss: 525.511049
Epoch: 60 	Training Loss: 541.268914 	Validation Loss: 560.842323
Epoch: 61 	Training Loss: 540.725459 	Validation Loss: 583.268738
Epoch: 62 	Training Loss: 540.457849 	Validation Loss: 557.227137
Epoch: 63 	Training Loss: 541.800114 	Validation Loss: 535.245925
Epoch: 64 	Training Loss: 540.451641 	Validation Loss: 552.860321
