
Epoch: 0 	Training Loss: 117.569052 	Validation Loss: 112.423311
Epoch: 1 	Training Loss: 102.521416 	Validation Loss: 97.255384
Epoch: 2 	Training Loss: 95.364050 	Validation Loss: 113.861026
Epoch: 3 	Training Loss: 82.808870 	Validation Loss: 111.600198
Epoch: 4 	Training Loss: 79.840104 	Validation Loss: 109.421390
Epoch: 5 	Training Loss: 85.245142 	Validation Loss: 95.718257
Epoch: 6 	Training Loss: 87.683042 	Validation Loss: 94.158504
Epoch: 7 	Training Loss: 85.915372 	Validation Loss: 105.521073
Epoch: 8 	Training Loss: 77.892400 	Validation Loss: 113.033237
Epoch: 9 	Training Loss: 70.499021 	Validation Loss: 107.143229
Epoch: 10 	Training Loss: 68.533787 	Validation Loss: 106.010697

Epoch: 0 	Training Loss: 478.076152 	Validation Loss: 146.936890
Epoch: 1 	Training Loss: 365.968894 	Validation Loss: 229.250862
Epoch: 2 	Training Loss: 181.870677 	Validation Loss: 89.349800
Epoch: 3 	Training Loss: 120.204271 	Validation Loss: 67.856429
Epoch: 4 	Training Loss: 90.619432 	Validation Loss: 62.087838
Epoch: 5 	Training Loss: 119.935293 	Validation Loss: 3699.039613
Epoch: 6 	Training Loss: 122.496449 	Validation Loss: 64.431951
Epoch: 7 	Training Loss: 68.739814 	Validation Loss: 58.305552
Epoch: 8 	Training Loss: 61.567130 	Validation Loss: 52.572826
Epoch: 9 	Training Loss: 57.234324 	Validation Loss: 52.554171
Epoch: 10 	Training Loss: 53.490673 	Validation Loss: 45.955656
Epoch: 11 	Training Loss: 50.515323 	Validation Loss: 47.265844
Epoch: 12 	Training Loss: 45.504125 	Validation Loss: 41.901299
Epoch: 13 	Training Loss: 43.357427 	Validation Loss: 40.185560
Epoch: 14 	Training Loss: 41.245523 	Validation Loss: 37.638235
Epoch: 15 	Training Loss: 39.069310 	Validation Loss: 36.726331
Epoch: 16 	Training Loss: 36.923676 	Validation Loss: 35.324073
Epoch: 17 	Training Loss: 34.659723 	Validation Loss: 32.352708
Epoch: 18 	Training Loss: 32.230776 	Validation Loss: 31.887271
Epoch: 19 	Training Loss: 30.114104 	Validation Loss: 27.679333
Epoch: 20 	Training Loss: 27.955761 	Validation Loss: 24.534886
Epoch: 21 	Training Loss: 27.839468 	Validation Loss: 25.916472
Epoch: 22 	Training Loss: 27.756303 	Validation Loss: 25.722531
Epoch: 23 	Training Loss: 27.707608 	Validation Loss: 24.330584
Epoch: 24 	Training Loss: 27.686496 	Validation Loss: 27.176088
Epoch: 25 	Training Loss: 27.672136 	Validation Loss: 25.446932
Epoch: 26 	Training Loss: 27.669110 	Validation Loss: 25.178158
Epoch: 27 	Training Loss: 27.666004 	Validation Loss: 25.814211
