
Epoch: 0 	Training Loss: 1097.861868 	Validation Loss: 612.444138
Epoch: 1 	Training Loss: 687.182936 	Validation Loss: 578.936225
Epoch: 2 	Training Loss: 674.285377 	Validation Loss: 636.367183
Epoch: 3 	Training Loss: 651.674945 	Validation Loss: 557.636469
Epoch: 4 	Training Loss: 619.558583 	Validation Loss: 596.559750
Epoch: 5 	Training Loss: 608.981738 	Validation Loss: 613.591931
Epoch: 6 	Training Loss: 555.494321 	Validation Loss: 536.362970
Epoch: 7 	Training Loss: 541.468218 	Validation Loss: 523.975608
Epoch: 8 	Training Loss: 537.645901 	Validation Loss: 523.422140
Epoch: 9 	Training Loss: 538.601818 	Validation Loss: 529.851343
Epoch: 10 	Training Loss: 535.861920 	Validation Loss: 519.649943
Epoch: 11 	Training Loss: 535.349992 	Validation Loss: 526.308415
Epoch: 12 	Training Loss: 531.537624 	Validation Loss: 530.895160
Epoch: 13 	Training Loss: 528.015320 	Validation Loss: 525.395578
Epoch: 14 	Training Loss: 529.102642 	Validation Loss: 524.515650
Epoch: 15 	Training Loss: 528.596613 	Validation Loss: 523.381921
Epoch: 16 	Training Loss: 527.599103 	Validation Loss: 528.737923
Epoch: 17 	Training Loss: 526.968470 	Validation Loss: 532.433474
Epoch: 18 	Training Loss: 525.266944 	Validation Loss: 525.973490
Epoch: 19 	Training Loss: 526.823546 	Validation Loss: 523.382664
Epoch: 20 	Training Loss: 526.427096 	Validation Loss: 522.206157
Epoch: 21 	Training Loss: 525.994369 	Validation Loss: 522.036859
Epoch: 22 	Training Loss: 524.521057 	Validation Loss: 523.590888
Epoch: 23 	Training Loss: 525.454176 	Validation Loss: 526.033258
Epoch: 24 	Training Loss: 525.167040 	Validation Loss: 525.937607

Epoch: 0 	Training Loss: 85.860820 	Validation Loss: 84.447360
Epoch: 1 	Training Loss: 65.226904 	Validation Loss: 56.131950
Epoch: 2 	Training Loss: 62.194454 	Validation Loss: 55.995849
Epoch: 3 	Training Loss: 62.053701 	Validation Loss: 60.011593
Epoch: 4 	Training Loss: 60.025249 	Validation Loss: 57.426060
Epoch: 5 	Training Loss: 59.555494 	Validation Loss: 54.717545
Epoch: 6 	Training Loss: 55.483525 	Validation Loss: 51.817649
Epoch: 7 	Training Loss: 53.647155 	Validation Loss: 51.647686
Epoch: 8 	Training Loss: 53.677129 	Validation Loss: 51.934005
Epoch: 9 	Training Loss: 52.816064 	Validation Loss: 51.801866
Epoch: 10 	Training Loss: 52.921633 	Validation Loss: 51.613767
Epoch: 11 	Training Loss: 52.605549 	Validation Loss: 51.110146
Epoch: 12 	Training Loss: 52.229581 	Validation Loss: 51.136469
Epoch: 13 	Training Loss: 52.293852 	Validation Loss: 51.175819
Epoch: 14 	Training Loss: 52.012868 	Validation Loss: 51.376755
