
Epoch: 0 	Training Loss: 119.189949 	Validation Loss: 72.439832
Epoch: 1 	Training Loss: 82.308975 	Validation Loss: 74.324753
Epoch: 2 	Training Loss: 78.959377 	Validation Loss: 76.182246
Epoch: 3 	Training Loss: 75.955733 	Validation Loss: 80.259765
Epoch: 4 	Training Loss: 74.479004 	Validation Loss: 80.845537
Epoch: 5 	Training Loss: 72.528159 	Validation Loss: 68.008920
Epoch: 6 	Training Loss: 71.647365 	Validation Loss: 69.923165
Epoch: 7 	Training Loss: 71.227360 	Validation Loss: 64.054402
Epoch: 8 	Training Loss: 69.829411 	Validation Loss: 62.374593
Epoch: 9 	Training Loss: 68.510476 	Validation Loss: 62.832103
Epoch: 10 	Training Loss: 66.941746 	Validation Loss: 57.968184
Epoch: 11 	Training Loss: 64.283036 	Validation Loss: 63.281883
Epoch: 12 	Training Loss: 61.964774 	Validation Loss: 61.821758
Epoch: 13 	Training Loss: 60.210107 	Validation Loss: 56.120906
Epoch: 14 	Training Loss: 56.905382 	Validation Loss: 48.235489
Epoch: 15 	Training Loss: 52.307310 	Validation Loss: 43.012592
Epoch: 16 	Training Loss: 47.859102 	Validation Loss: 38.200010
Epoch: 17 	Training Loss: 42.574830 	Validation Loss: 36.962335
Epoch: 18 	Training Loss: 39.865021 	Validation Loss: 34.340115
Epoch: 19 	Training Loss: 36.424023 	Validation Loss: 30.865145
Epoch: 20 	Training Loss: 32.026161 	Validation Loss: 27.442686
Epoch: 21 	Training Loss: 29.354927 	Validation Loss: 22.982770
Epoch: 22 	Training Loss: 27.475617 	Validation Loss: 21.851104
Epoch: 23 	Training Loss: 26.031709 	Validation Loss: 21.495187
Epoch: 24 	Training Loss: 25.477577 	Validation Loss: 23.042235
Epoch: 25 	Training Loss: 25.382141 	Validation Loss: 23.077869
Epoch: 26 	Training Loss: 25.306730 	Validation Loss: 21.444703
Epoch: 27 	Training Loss: 25.247942 	Validation Loss: 22.460915
Epoch: 28 	Training Loss: 25.153750 	Validation Loss: 20.305689
Epoch: 29 	Training Loss: 25.072751 	Validation Loss: 22.727772
Epoch: 30 	Training Loss: 25.035506 	Validation Loss: 21.681063
Epoch: 31 	Training Loss: 25.038670 	Validation Loss: 20.978383
Epoch: 32 	Training Loss: 25.036215 	Validation Loss: 23.912173
Epoch: 33 	Training Loss: 25.035865 	Validation Loss: 20.528269
