
Epoch: 0 	Training Loss: 1074.808350 	Validation Loss: 661.846096
Epoch: 1 	Training Loss: 704.480469 	Validation Loss: 631.076613
Epoch: 2 	Training Loss: 670.377831 	Validation Loss: 656.891225
Epoch: 3 	Training Loss: 651.084516 	Validation Loss: 589.902820
Epoch: 4 	Training Loss: 649.164368 	Validation Loss: 586.320923
Epoch: 5 	Training Loss: 620.970653 	Validation Loss: 652.141911
Epoch: 6 	Training Loss: 610.647060 	Validation Loss: 507.688874
Epoch: 7 	Training Loss: 610.635798 	Validation Loss: 624.487235
Epoch: 8 	Training Loss: 626.301249 	Validation Loss: 544.223730
Epoch: 9 	Training Loss: 603.035375 	Validation Loss: 535.610581
Epoch: 10 	Training Loss: 607.688266 	Validation Loss: 528.127190
Epoch: 0 	Training Loss: 1087.079732 	Validation Loss: 758.659450
Epoch: 1 	Training Loss: 692.501904 	Validation Loss: 698.490771
Epoch: 2 	Training Loss: 669.899408 	Validation Loss: 651.267600
Epoch: 3 	Training Loss: 644.284467 	Validation Loss: 604.910948
Epoch: 4 	Training Loss: 630.725416 	Validation Loss: 584.771294
Epoch: 5 	Training Loss: 623.579793 	Validation Loss: 588.469661
Epoch: 6 	Training Loss: 550.821125 	Validation Loss: 540.909157
Epoch: 7 	Training Loss: 543.382120 	Validation Loss: 532.960902
Epoch: 8 	Training Loss: 538.466021 	Validation Loss: 526.564842
Epoch: 9 	Training Loss: 538.222873 	Validation Loss: 538.875967
Epoch: 10 	Training Loss: 537.258646 	Validation Loss: 529.728818
Epoch: 11 	Training Loss: 535.631033 	Validation Loss: 539.791575
Epoch: 12 	Training Loss: 530.709663 	Validation Loss: 539.528849
Epoch: 13 	Training Loss: 527.773905 	Validation Loss: 531.999751
Epoch: 14 	Training Loss: 525.666956 	Validation Loss: 527.811511
Epoch: 15 	Training Loss: 528.274594 	Validation Loss: 533.106549
Epoch: 16 	Training Loss: 526.138333 	Validation Loss: 529.627430
Epoch: 17 	Training Loss: 528.672013 	Validation Loss: 525.571824
Epoch: 18 	Training Loss: 526.073329 	Validation Loss: 524.682591
Epoch: 19 	Training Loss: 525.834807 	Validation Loss: 531.151139
Epoch: 20 	Training Loss: 528.222822 	Validation Loss: 522.024966
Epoch: 21 	Training Loss: 528.604610 	Validation Loss: 532.271354
Epoch: 22 	Training Loss: 525.841983 	Validation Loss: 525.461337
Epoch: 23 	Training Loss: 525.974964 	Validation Loss: 534.952986
Epoch: 24 	Training Loss: 525.626131 	Validation Loss: 532.654908

Epoch: 0 	Training Loss: 100.887386 	Validation Loss: 94.833769
Epoch: 1 	Training Loss: 91.994276 	Validation Loss: 96.196365
Epoch: 2 	Training Loss: 84.130231 	Validation Loss: 73.312715
Epoch: 3 	Training Loss: 73.155653 	Validation Loss: 74.651282
Epoch: 4 	Training Loss: 68.417140 	Validation Loss: 68.627041
Epoch: 5 	Training Loss: 63.559122 	Validation Loss: 72.360054
Epoch: 6 	Training Loss: 57.025701 	Validation Loss: 70.728044
Epoch: 7 	Training Loss: 55.395841 	Validation Loss: 71.048107
Epoch: 8 	Training Loss: 54.416625 	Validation Loss: 69.900073
Epoch: 9 	Training Loss: 53.851787 	Validation Loss: 73.652274
Epoch: 10 	Training Loss: 53.474303 	Validation Loss: 70.272758

Epoch: 0 	Training Loss: 76.012183 	Validation Loss: 36.107106
Epoch: 1 	Training Loss: 42.763446 	Validation Loss: 39.105805
Epoch: 2 	Training Loss: 41.311978 	Validation Loss: 32.274546
Epoch: 3 	Training Loss: 38.369383 	Validation Loss: 33.997732
Epoch: 4 	Training Loss: 39.761717 	Validation Loss: 42.138545
Epoch: 5 	Training Loss: 37.270329 	Validation Loss: 38.302344
Epoch: 6 	Training Loss: 34.310811 	Validation Loss: 32.869924
Epoch: 7 	Training Loss: 35.140265 	Validation Loss: 31.457777
Epoch: 8 	Training Loss: 35.647130 	Validation Loss: 31.448015
Epoch: 9 	Training Loss: 35.628530 	Validation Loss: 31.608565
Epoch: 10 	Training Loss: 36.229085 	Validation Loss: 31.432800
Epoch: 11 	Training Loss: 36.537688 	Validation Loss: 30.899607
Epoch: 12 	Training Loss: 36.182810 	Validation Loss: 32.316903
Epoch: 13 	Training Loss: 36.547635 	Validation Loss: 31.196240
Epoch: 14 	Training Loss: 36.974586 	Validation Loss: 30.225177
Epoch: 15 	Training Loss: 36.897628 	Validation Loss: 29.873084
Epoch: 16 	Training Loss: 36.570543 	Validation Loss: 30.498165
Epoch: 17 	Training Loss: 36.732604 	Validation Loss: 32.386235
Epoch: 18 	Training Loss: 36.612109 	Validation Loss: 28.733188
Epoch: 19 	Training Loss: 36.819515 	Validation Loss: 31.147397
Epoch: 20 	Training Loss: 36.871595 	Validation Loss: 31.287720
Epoch: 21 	Training Loss: 36.961434 	Validation Loss: 29.888537
Epoch: 22 	Training Loss: 37.133138 	Validation Loss: 30.139163
Epoch: 23 	Training Loss: 36.962656 	Validation Loss: 30.765109
Epoch: 24 	Training Loss: 36.822010 	Validation Loss: 32.248535
Epoch: 25 	Training Loss: 36.973716 	Validation Loss: 29.858923
Epoch: 26 	Training Loss: 36.871036 	Validation Loss: 31.943281
Epoch: 27 	Training Loss: 36.945978 	Validation Loss: 31.699435
